Day,Avg_Temperature,Avg_Humidity,Avg_Rainfall,Avg_Electric_Consumption,Year,Month,DayOfWeek
2017-01-28,25.270962162716177,63.8904148379697,9.322534224831555,405.33474601058987,2017,1,5
2017-01-29,25.032225887978104,56.29214184110703,10.116919377068198,401.7893974037685,2017,1,6
2017-01-30,24.63417880237592,53.59416410754596,11.081323448123426,394.8166776735746,2017,1,0
2017-01-31,24.3024638819852,52.24203792405013,8.762247086420462,399.7516976171639,2017,1,1
2017-02-01,25.29236787595033,53.179563397483,8.639492171615835,406.7480463637746,2017,2,2
2017-02-02,25.673310386448048,59.20209814581957,12.568766427992498,397.306456983737,2017,2,3
2017-02-03,24.92648144723358,56.11191541104366,10.899941520180342,397.641032758438,2017,2,4
2017-02-04,25.829615768653685,57.28679774923822,12.286807046613802,397.7466445424981,2017,2,5
2017-02-05,25.85266230696156,54.726649605479615,9.709099553039747,406.579154774322,2017,2,6
2017-02-06,26.48889269161859,61.029555041810845,9.367063657634432,409.5598185475532,2017,2,0
2017-02-07,27.352020396739157,51.61211552828777,9.074909242592913,415.40679381418295,2017,2,1
2017-02-08,25.13327327275872,53.08508073683068,11.449486534379313,395.77283817827833,2017,2,2
2017-02-09,25.29625832424827,55.57150142984421,7.803604814881616,409.6861486524151,2017,2,3
2017-02-10,24.51617528905176,54.17872111193345,7.782848975323675,404.9793042500533,2017,2,4
2017-02-11,25.787118884916016,60.57967642872521,9.246886250707316,406.253320599021,2017,2,5
2017-02-12,26.32739402231833,59.49056710926109,8.799551357722288,411.34541955922055,2017,2,6
2017-02-13,26.02717834559949,51.78070223356258,12.037765979396596,398.987833653287,2017,2,0
2017-02-14,24.37665636730402,56.4659416226955,11.542723852293877,393.5044645816425,2017,2,1
2017-02-15,25.708193063853297,56.35930580507869,8.91980368408768,405.9933190873826,2017,2,2
2017-02-16,26.718136490959548,54.1893713571109,9.79961469864912,410.3677864733854,2017,2,3
2017-02-17,25.212108396866697,49.43578892949999,10.463653588912903,399.1295748657898,2017,2,4
2017-02-18,26.36944352447097,55.23598799642638,10.929780182712989,403.7586108228836,2017,2,5
2017-02-19,23.920857864987628,53.59997210028377,9.300892503780291,396.8941821274023,2017,2,6
2017-02-20,24.9397062657906,53.76033056870718,8.714155649724992,402.7227110671535,2017,2,0
2017-02-21,25.560191030549888,59.317045285404966,9.38897834369771,406.6329768346704,2017,2,1
2017-02-22,24.951124505207748,55.02725193758263,10.848227929193888,397.0228321265533,2017,2,2
2017-02-23,25.246416567426937,52.99673767207139,9.511106449610915,403.8419199482844,2017,2,3
2017-02-24,25.22943511890226,53.32036909701095,10.603042811807024,399.8344207906712,2017,2,4
2017-02-25,25.39460695139124,50.53707951489317,9.955668865056234,401.0908944323162,2017,2,5
2017-02-26,22.865073539830675,55.12892718153804,9.052143303985943,391.86115645696776,2017,2,6
2017-02-27,25.996953943955035,53.656437948423935,9.188909065480708,408.519912690658,2017,2,0
2017-02-28,26.2756997421572,51.84442615189992,10.922511661357213,403.3318336420601,2017,2,1
2017-03-01,25.89850459326095,60.73531068836586,6.667245087270355,416.0297130550321,2017,3,2
2017-03-02,26.274905228538938,52.40034857894087,10.489658445823364,405.6097657621874,2017,3,3
2017-03-03,25.05851313069981,61.12507466768315,8.509591110461818,406.24110924195855,2017,3,4
2017-03-04,27.17973024026156,54.95214605447641,10.513933221229946,411.33146356643215,2017,3,5
2017-03-05,24.963909450871828,56.72690744261518,10.896141578434056,398.26523754808017,2017,3,6
2017-03-06,24.89891010771691,48.47260204508484,9.159168995096575,403.0149030371571,2017,3,0
2017-03-07,23.73867539367969,51.95255592185871,10.053594945374003,394.2281224555725,2017,3,1
2017-03-08,24.206619256073434,56.02472276239745,11.980473151333486,390.5706752573682,2017,3,2
2017-03-09,26.1614160075513,55.96601183645499,10.290499064473297,406.1026020547488,2017,3,3
2017-03-10,26.38579271321768,52.22281333531919,11.909368057743832,402.4509702284864,2017,3,4
2017-03-11,25.81759637944313,53.29665563996328,11.732575757919069,399.6953696589755,2017,3,5
2017-03-12,25.59829686994389,57.51841582025673,10.539760284749631,401.477828806452,2017,3,6
2017-03-13,25.728388346932064,53.99556499581883,7.614586107665919,412.51812916260207,2017,3,0
2017-03-14,25.405082010057868,56.84186971959806,6.8013332682905805,412.55030420397947,2017,3,1
2017-03-15,26.00560159252734,52.680208312706576,9.25844963614252,408.0054662177852,2017,3,2
2017-03-16,23.62772049374365,53.414416099378776,12.554056790609062,385.08628531833256,2017,3,3
2017-03-17,23.40319984942194,54.96235216509902,9.353448363928727,394.1837893319682,2017,3,4
2017-03-18,24.702308739463547,49.98446689658448,9.700240329889125,399.6369039576046,2017,3,5
2017-03-19,25.619332980743952,55.55118627267402,9.253628834492574,405.9737819949989,2017,3,6
2017-03-20,24.91641669047808,52.52561171297437,9.325259152442117,401.2240292455088,2017,3,0
2017-03-21,25.169394723586763,49.80522494697062,11.925321883087094,395.957130367441,2017,3,1
2017-03-22,25.19117301931071,52.33868920990003,10.556495793001984,397.5464903275127,2017,3,2
2017-03-23,25.907825922516967,59.53366823595092,9.866193119988894,405.7772770955783,2017,3,3
2017-03-24,25.55797524159285,53.18813610389605,9.226584807203809,404.5931198014611,2017,3,4
2017-03-25,24.00818792689116,54.36159971293471,10.496130728382548,394.9789933545972,2017,3,5
2017-03-26,25.03392182163833,57.77829018415218,7.169785232614188,408.18468590480666,2017,3,6
2017-03-27,24.443160399411976,54.294763841475486,9.655154506847836,398.955955118685,2017,3,0
2017-03-28,24.307666011671213,52.69214222664065,11.544368366074355,393.7388230709405,2017,3,1
2017-03-29,25.088487088832174,57.30853830465218,9.981957096307228,400.7314341053698,2017,3,2
2017-03-30,25.19518468722032,53.73422305663194,10.05268112923112,400.52201242155024,2017,3,3
2017-03-31,24.51564676684934,52.163323236113314,10.745362611726453,395.455050711247,2017,3,4
2017-04-01,25.57352395440472,58.73014117357672,11.638135932592158,399.35783704402616,2017,4,5
2017-04-02,24.902130837628405,50.83059379858288,10.720553280258338,395.8311799523016,2017,4,6
2017-04-03,25.18988110451122,52.24916086859282,10.692797680631813,398.7778489045722,2017,4,0
2017-04-04,24.612664183124224,52.85968288554648,9.128469024739442,402.7410658172071,2017,4,1
2017-04-05,24.291669019322853,58.78736394254448,8.5352512544907,400.85756512540905,2017,4,2
2017-04-06,25.36214641156268,57.88776808654799,12.65514519275666,392.3343257900835,2017,4,3
2017-04-07,27.36237946263601,52.085564691723256,10.041740375216584,410.7215557578791,2017,4,4
2017-04-08,25.27777726583516,57.56083372614743,8.528432005643614,406.5820402606926,2017,4,5
2017-04-09,24.522860424806296,55.82966046405624,9.748446924963703,398.573011419114,2017,4,6
2017-04-10,22.59912492299172,56.58181561214028,8.913002013118366,392.8635637162443,2017,4,0
2017-04-11,25.9062695238897,53.925282920729394,10.84335849591974,401.8711495764779,2017,4,1
2017-04-12,25.101281475626006,50.5104256861928,10.379532431274765,400.1640566592182,2017,4,2
2017-04-13,25.791722147048528,53.49471345965271,10.918263414192664,401.5506446630945,2017,4,3
2017-04-14,24.90859990200701,54.21663031697855,11.73943261505904,395.3811599855962,2017,4,4
2017-04-15,24.809896665028816,54.51913686380465,11.16233539421185,396.2408845844113,2017,4,5
2017-04-16,25.67771576053133,55.67165630886424,9.608830347287052,406.1811396722301,2017,4,6
2017-04-17,24.554471247685218,55.34951888999075,10.78727260163099,396.5509990190007,2017,4,0
2017-04-18,26.18115941264937,55.02363857211365,9.306387867596946,409.1857685535246,2017,4,1
2017-04-19,23.95278096236204,59.70079388706149,12.087614184836127,390.1908340408455,2017,4,2
2017-04-20,26.981957447791263,52.14723307794139,11.51116220327198,406.3761140708039,2017,4,3
2017-04-21,24.54378627059048,51.158796619927806,9.532494353178734,399.84575929129306,2017,4,4
2017-04-22,24.063853737700896,54.09916291445168,11.22983154799286,392.0734851611333,2017,4,5
2017-04-23,27.35903384538518,54.3648952363861,11.259929733775484,409.4634503093501,2017,4,6
2017-04-24,26.54744912023558,57.27393765391343,9.180951690142438,410.0785585836976,2017,4,0
2017-04-25,25.303379370993024,51.73403470667344,7.524486675392002,408.5691335123059,2017,4,1
2017-04-26,24.024245857610666,55.45940242904502,8.324052817331621,401.5472564664878,2017,4,2
2017-04-27,23.50085364782794,55.08067277614448,8.157667373758224,399.3301603488674,2017,4,3
2017-04-28,25.60419775603287,57.778696618567096,10.375079386625773,402.699658086361,2017,4,4
2017-04-29,25.432394417980024,57.91949551885335,10.077240755106311,402.4761827837765,2017,4,5
2017-04-30,23.917858048190112,51.14292366957625,10.030370713288356,393.9845188694812,2017,4,6
2017-05-01,24.05498023967873,51.61249127706565,12.309384408408732,388.7151699574515,2017,5,0
2017-05-02,25.61984862852229,58.87229657601739,10.051089902914944,403.6110161302759,2017,5,1
2017-05-03,24.98812476315673,54.12911665663336,8.929303474427586,404.0981880311881,2017,5,2
2017-05-04,24.863223404434965,55.912687694453005,13.801820583931752,387.98340595017584,2017,5,3
2017-05-05,25.55297587048067,51.44901792103982,11.039253320874192,399.4058173883473,2017,5,4
2017-05-06,23.68928600536057,50.63872186671773,10.999978060918504,390.28139531884887,2017,5,5
2017-05-07,23.6015506080351,54.99017859933696,10.13109345874285,393.2823339548313,2017,5,6
2017-05-08,24.72749978345352,48.319581829102525,11.32860940468518,394.739165645045,2017,5,0
2017-05-09,25.34396443850408,56.10578023440042,8.733044336267367,406.5436478717861,2017,5,1
2017-05-10,25.39072099197852,58.54526821968968,10.71809919922979,403.0647399999245,2017,5,2
2017-05-11,24.3714470542402,58.03101137871724,8.915266681151744,400.807580922557,2017,5,3
2017-05-12,22.72245873699177,55.13452861595928,9.37201702401095,391.4606123727571,2017,5,4
2017-05-13,24.940730529547423,54.39908393179888,9.315791915314838,401.5325336082578,2017,5,5
2017-05-14,25.989265228562275,49.26620052819113,8.865650013116602,408.4664235370856,2017,5,6
2017-05-15,24.62462372847753,52.70131486743878,9.39251357378849,400.2871847369738,2017,5,0
2017-05-16,26.0768969559913,49.19199127086091,9.48297931692895,406.07157469897226,2017,5,1
2017-05-17,25.50250260167624,52.3463611559011,9.626273379856348,404.2945286816725,2017,5,2
2017-05-18,25.153810076764525,55.70065549035607,8.260232769477724,406.52361945337,2017,5,3
2017-05-19,25.8025866298374,54.16990828116701,9.993679743808592,404.4951756565415,2017,5,4
2017-05-20,25.057769392865875,51.71488976329194,10.41209360806524,399.9283390368874,2017,5,5
2017-05-21,24.55101005919613,56.857242972353845,9.474208307558763,399.5028123071817,2017,5,6
2017-05-22,25.5402557976766,58.064381867431145,10.68804157697805,400.8470872678226,2017,5,0
2017-05-23,26.015680849404465,53.598430111748144,9.438735089184853,406.8445816519547,2017,5,1
2017-05-24,24.518280520454574,57.2121501069118,11.802518401027813,393.9274114228901,2017,5,2
2017-05-25,25.09337871265467,56.26131964926923,11.3772520919195,397.0032962943105,2017,5,3
2017-05-26,24.491818551230864,54.88203646815084,10.05963675942384,397.2791469516239,2017,5,4
2017-05-27,24.38579830274603,54.94764806432004,8.39637753290967,402.39355102030913,2017,5,5
2017-05-28,25.970314208058426,59.18217366670874,9.552399570913732,405.7603717414947,2017,5,6
2017-05-29,25.584564345384383,50.19296064014781,11.219267710026095,400.4355535187503,2017,5,0
2017-05-30,25.80287612494642,54.29879228361025,9.080171821650772,404.075645786488,2017,5,1
2017-05-31,24.727588236341187,54.45465632182204,9.927011803129464,397.8794382212495,2017,5,2
2017-06-01,24.38951228270486,50.00112177498434,9.124797659487346,400.2030888928679,2017,6,3
2017-06-02,25.976986943594664,52.05729761120281,9.954613358965526,405.54031192889465,2017,6,4
2017-06-03,26.758917374457567,56.83245243725076,9.406345563925134,410.0663387310764,2017,6,5
2017-06-04,25.87679127290444,55.32716578560483,9.27545525867458,406.8618148100754,2017,6,6
2017-06-05,23.765388640751777,53.8564546597782,7.920428584931841,401.2747818487642,2017,6,0
2017-06-06,24.57489070484029,56.6562591084269,9.193219574521075,402.4901662152024,2017,6,1
2017-06-07,23.096822695224123,56.5435659594957,9.362815875590409,390.9386366614861,2017,6,2
2017-06-08,22.594457618127997,52.68854547045385,8.947626227970428,392.52097028509047,2017,6,3
2017-06-09,24.42671114990566,54.93205615874037,10.415319613538712,396.6015629460773,2017,6,4
2017-06-10,24.21212602232515,52.27044067205201,8.100117717312585,402.2764786427833,2017,6,5
2017-06-11,23.744943244348523,57.64101735997775,8.5871977815873,400.0656713227224,2017,6,6
2017-06-12,25.62204402458592,55.15374920406484,11.147122206568016,399.8373095835637,2017,6,0
2017-06-13,25.86654497512057,56.11784803845194,9.264894319068818,408.3922803782887,2017,6,1
2017-06-14,24.90400997648328,57.120355952336695,9.646501003936311,402.09076966432417,2017,6,2
2017-06-15,26.96770863713114,56.83644624788042,9.177632306017346,411.5238317648373,2017,6,3
2017-06-16,22.705500355408034,56.62023509480136,8.610919422491364,392.77360609711377,2017,6,4
2017-06-17,24.25291529348196,54.29207252870905,8.047514491290727,402.30476892815113,2017,6,5
2017-06-18,24.792159135310257,56.68863739503487,10.655160441237316,397.196243920409,2017,6,6
2017-06-19,24.28057913803692,56.06276151438059,11.158777357233989,393.6684776972968,2017,6,0
2017-06-20,25.6286652535658,52.28604427419807,11.097214492386946,399.1614277750755,2017,6,1
2017-06-21,24.969067278652265,59.77650524133639,10.6446950054746,399.2695384665008,2017,6,2
2017-06-22,25.748177007041846,57.49730529827402,11.67720391759513,398.6135217163754,2017,6,3
2017-06-23,24.007771077963028,50.17761393705137,10.090320503488591,394.52473427778136,2017,6,4
2017-06-24,23.931153139349146,55.33922210969413,9.363653036617174,398.066752592794,2017,6,5
2017-06-25,23.043356517430016,55.61560959124776,10.429860935245063,390.5955177214885,2017,6,6
2017-06-26,25.23341462642983,52.25759424424,10.29016937983712,400.0710747241633,2017,6,0
2017-06-27,25.162006457045447,58.06451823248364,8.449937067797753,406.1400875578265,2017,6,1
2017-06-28,24.211537380062207,52.41736454888011,11.301506594781934,392.1268425554196,2017,6,2
2017-06-29,23.2002162496746,54.761860052427664,11.789140557903504,387.21351084278166,2017,6,3
2017-06-30,25.57711001300998,55.24718934124553,7.763755338118597,412.4013228524381,2017,6,4
2017-07-01,24.289518425615,52.690385423021326,8.641214729592983,401.8982753714822,2017,7,5
2017-07-02,24.15311026923925,52.25282281191829,10.035291325088616,394.9932834511957,2017,7,6
2017-07-03,24.712987980429784,49.669769099403446,10.142522465201944,397.2872755165669,2017,7,0
2017-07-04,23.37026491226331,54.60772578951937,10.264020896868804,391.5045331739131,2017,7,1
2017-07-05,25.47366507525956,56.85365322358069,10.401225547695349,399.1949744874491,2017,7,2
2017-07-06,25.37512957557848,50.17822864443962,9.285885202647544,402.7867332645548,2017,7,3
2017-07-07,24.33600940684462,51.92376859806583,11.292649782188263,393.34355870598966,2017,7,4
2017-07-08,25.386785676921,54.37114324876427,9.501361331468988,404.5237650915364,2017,7,5
2017-07-09,25.24057544257906,52.214720932625646,8.674429437473135,406.3093610935103,2017,7,6
2017-07-10,25.11507379626364,56.68448436086834,9.619312636252262,401.722860620409,2017,7,0
2017-07-11,25.984349551162936,53.64138010126146,8.93346340617172,409.05875761984726,2017,7,1
2017-07-12,24.493556015824023,53.68202523050898,11.219669111798485,393.6238862557786,2017,7,2
2017-07-13,24.3907176737886,47.581295535216384,11.749483576258278,390.921458333746,2017,7,3
2017-07-14,25.06889532330068,56.02894592256445,8.181127390586814,406.4179393432634,2017,7,4
2017-07-15,24.46146006117985,57.95683665903923,11.890690263103696,390.8363595908952,2017,7,5
2017-07-16,26.085010253042963,61.267825696575805,8.555655223466477,409.7065594636031,2017,7,6
2017-07-17,25.314350005398943,52.1380819771227,8.966384953570625,406.06625289686775,2017,7,0
2017-07-18,24.42200815487233,52.08181456372777,11.693655640419555,393.2832239613268,2017,7,1
2017-07-19,22.99431732670709,56.6332688210278,12.092594923045306,385.1903827032164,2017,7,2
2017-07-20,24.116347312474637,55.71615149160973,9.087718011544997,398.9696437824985,2017,7,3
2017-07-21,24.64135604819461,53.71433894518545,10.150824637663286,398.5709422543544,2017,7,4
2017-07-22,26.03581449453708,52.9904304430789,7.521066398780719,414.4264817388817,2017,7,5
2017-07-23,24.330353644023635,58.53552725116543,11.518561184439138,393.9488566350703,2017,7,6
2017-07-24,24.809449737109688,55.97868363537133,12.415214293323956,394.1841305249497,2017,7,0
2017-07-25,25.931401687485685,59.62837525356594,8.599776119446899,408.5163616205632,2017,7,1
2017-07-26,25.498857457421,59.2995949258567,9.18491053996216,405.5028483533866,2017,7,2
2017-07-27,24.869892475865527,54.430918316849535,11.879448000270465,394.00271534871376,2017,7,3
2017-07-28,25.482067303516512,55.40059016451904,11.17691005736233,399.6185168150426,2017,7,4
2017-07-29,26.39347034083133,55.703558671174655,9.631740619778403,408.66174090907583,2017,7,5
2017-07-30,24.292854650700303,56.396563058298746,8.252600316564054,402.3836971993047,2017,7,6
2017-07-31,26.087719867978848,57.17245503418727,10.74036083421703,404.8720549352158,2017,7,0
2017-08-01,24.64690538738705,51.10498959104817,8.878527436527174,400.9681345372571,2017,8,1
2017-08-02,24.51549630014433,56.88384397017768,10.685567772573632,396.5740852936992,2017,8,2
2017-08-03,25.934854792715598,50.93448773135372,10.495997374718916,405.2491196552424,2017,8,3
2017-08-04,23.749027249389695,59.66988604868589,9.292055368584396,396.8347993111484,2017,8,4
2017-08-05,25.30627698001273,47.97883771032448,9.007421872038222,405.1915267712781,2017,8,5
2017-08-06,25.74807062823305,61.92891576150485,10.42796365027565,404.2509758218195,2017,8,6
2017-08-07,24.371722633197425,47.47530014867238,10.749933654953727,394.2578120284558,2017,8,0
2017-08-08,25.215421299677107,56.47900091382048,9.777454202652317,404.02188543738754,2017,8,1
2017-08-09,26.584193076479902,54.20763002873901,8.26859408103353,412.9641580890853,2017,8,2
2017-08-10,24.241406290519997,51.1694436470786,9.963469816451775,397.6470223549272,2017,8,3
2017-08-11,23.38098928580996,51.1197203078293,9.114450314942244,395.19848501681554,2017,8,4
2017-08-12,23.829129430059936,54.00089213676507,8.9332715299189,397.473906523268,2017,8,5
2017-08-13,24.09104913828487,53.5424300833403,10.016607708070628,396.5948465437075,2017,8,6
2017-08-14,23.603062747404323,51.164493010803234,11.16460960035558,389.4724809642572,2017,8,0
2017-08-15,24.40513426270447,53.815372240588346,9.957252948471776,396.3630657289778,2017,8,1
2017-08-16,25.12977465603268,56.674939455683386,10.00251044210176,402.40721907624135,2017,8,2
2017-08-17,25.59041956184146,57.3153396531337,10.141989926582484,402.92300229096367,2017,8,3
2017-08-18,23.932629229526714,51.51020258729144,10.718582727975422,392.0262596545197,2017,8,4
2017-08-19,26.085698715890548,56.438988286747296,10.103981426522353,405.7222148515455,2017,8,5
2017-08-20,25.648303857593586,56.904150417338485,10.4023897895008,404.66265579054334,2017,8,6
2017-08-21,24.41943926530472,53.90209363286596,8.113560259651576,403.0106320555235,2017,8,0
2017-08-22,25.12504282946335,51.74992562923517,8.345251603413027,406.28612487849256,2017,8,1
2017-08-23,25.22933895925922,58.85083176236361,11.192323758332302,398.3643756580065,2017,8,2
2017-08-24,24.909305704034463,52.88970654128651,8.436139056387082,404.06509781173554,2017,8,3
2017-08-25,25.07313128062687,61.50432351468712,8.00187986250658,407.4739966494309,2017,8,4
2017-08-26,24.166516606092863,53.69590590500897,10.15898279241202,395.0357074565536,2017,8,5
2017-08-27,24.132872827279424,53.86698504540731,9.358920901429784,399.2853851128996,2017,8,6
2017-08-28,23.93262653138852,55.68109941065023,10.75270836098644,393.8715772511743,2017,8,0
2017-08-29,24.818570872486053,54.514479670161016,9.441317491515472,400.44644049267686,2017,8,1
2017-08-30,24.867607029534906,54.58378800990251,11.663173571593775,393.2707067468477,2017,8,2
2017-08-31,24.936437087202997,51.05453632045481,11.804794762281588,394.5863215257473,2017,8,3
2017-09-01,22.832397839897897,51.18047625126943,11.276247371531982,385.9689350035569,2017,9,4
2017-09-02,23.05992403243558,56.68501545761141,9.530816927739112,392.1472079153727,2017,9,5
2017-09-03,23.363997076694776,58.736288350974725,10.920673451164449,390.7159303394471,2017,9,6
2017-09-04,24.209119455016467,63.33036703388181,11.283520175726592,393.2153577524005,2017,9,0
2017-09-05,24.926457273881084,57.9600159670858,10.76111166186744,399.6048879799914,2017,9,1
2017-09-06,26.28197140753784,58.94367597763877,9.719628951993515,407.67784967359785,2017,9,2
2017-09-07,26.447966854297444,54.6500685737745,11.302865316565054,404.6091003525205,2017,9,3
2017-09-08,25.653885646077867,58.14614814517642,9.518379097449204,403.61785951418295,2017,9,4
2017-09-09,24.80379472096851,61.050640002247725,12.313058725275107,394.90579167824376,2017,9,5
2017-09-10,26.930213788971518,52.29474404596919,11.787574781126429,406.3409067087489,2017,9,6
2017-09-11,25.24533591593025,54.62206791427158,11.122158959338586,400.3062466315628,2017,9,0
2017-09-12,24.397693006543157,57.31050326917068,9.911935002581666,397.0141365013181,2017,9,1
2017-09-13,25.41589387651479,50.62613384869676,8.155743692770415,406.58576438885615,2017,9,2
2017-09-14,24.37757111649779,53.441141222511504,9.38540108692724,399.1007847241452,2017,9,3
2017-09-15,25.399310511949903,55.627824547374935,9.19893955690504,404.0770073339952,2017,9,4
2017-09-16,23.664077268851187,50.96784631045065,9.215493423207286,396.3490262711754,2017,9,5
2017-09-17,24.84736801944132,57.26439790594844,11.156626507869484,396.3872989910247,2017,9,6
2017-09-18,25.40857190676334,57.0594683261472,10.618315862163977,397.9345530691896,2017,9,0
2017-09-19,25.24790476522133,48.80213553200782,11.192500457015424,398.4332169134812,2017,9,1
2017-09-20,25.058712209219227,56.56317181487881,12.271515409540406,394.92261887517634,2017,9,2
2017-09-21,26.015747381265037,54.76855498139973,12.279510292764137,397.95886084803465,2017,9,3
2017-09-22,23.74565811111876,53.19237182336798,9.301070750499916,395.3128536925549,2017,9,4
2017-09-23,26.21414194361653,57.95017369113888,11.395432911869795,402.9337872767349,2017,9,5
2017-09-24,24.495639460104588,52.00786746806909,12.833798172918057,389.7726260440845,2017,9,6
2017-09-25,24.274535087403525,61.4876812807797,9.556305934191805,400.75594746842535,2017,9,0
2017-09-26,22.311666975180717,49.665238125592616,10.902523963697671,384.0116363691731,2017,9,1
2017-09-27,23.456574791548416,55.162381963800414,9.043211190137,394.6501846377652,2017,9,2
2017-09-28,25.36569065468204,52.72327971278231,9.757127871567642,405.4600797838221,2017,9,3
2017-09-29,25.85135363853384,56.38259649028479,11.154078927360525,403.1200007175316,2017,9,4
2017-09-30,24.2704320198188,54.02545965560197,10.146418502416088,396.8975621827897,2017,9,5
2017-10-01,26.747448175879217,55.72607910871515,6.570277980615917,419.6099586963912,2017,10,6
2017-10-02,23.9690264286498,54.98038039915534,10.569248365353888,394.7938397267115,2017,10,0
2017-10-03,25.09336222177061,49.78218769371066,9.04298290020778,403.8913877839471,2017,10,1
2017-10-04,23.707524329199103,52.85497029800134,7.75261929321963,401.2202213076564,2017,10,2
2017-10-05,24.67605220811183,55.31699729148019,8.842626888282547,401.0494713014496,2017,10,3
2017-10-06,24.262745804755795,51.0835239521412,9.498433115053638,397.1675051799014,2017,10,4
2017-10-07,25.67989863330951,51.85687025968222,9.855854680551207,404.23532771303576,2017,10,5
2017-10-08,24.828600531903287,62.29776933956231,10.193165768129797,400.16811472177847,2017,10,6
2017-10-09,24.83614308880587,56.937491807303154,9.283673261394656,402.5791219481292,2017,10,0
2017-10-10,24.869792383207518,55.13601115431638,11.256217702116468,396.03204536061503,2017,10,1
2017-10-11,23.94595500592931,54.37387023455452,10.46769751574391,391.2336764877934,2017,10,2
2017-10-12,23.695485336427023,55.06364746268434,9.228998855999915,395.5044846572616,2017,10,3
2017-10-13,26.31220960539999,55.01246023107655,8.82293080761363,410.6727600832077,2017,10,4
2017-10-14,23.60259223891939,59.6498928665169,9.127502059447258,395.6618633723911,2017,10,5
2017-10-15,24.008933550633746,57.429243772661785,10.577932753259216,394.9263075342969,2017,10,6
2017-10-16,24.76150085832617,62.547938232858094,9.609830138012931,402.21915058235646,2017,10,0
2017-10-17,25.07352712035713,55.44118368327374,10.815491359469313,397.3036413223393,2017,10,1
2017-10-18,26.179055496471403,53.5037534320889,9.844174882401914,407.9914039350285,2017,10,2
2017-10-19,26.252075801314948,58.53489275802408,10.69734801533922,404.90512980643393,2017,10,3
2017-10-20,25.65829309815197,51.109041607550985,10.72505606278463,401.8390483599017,2017,10,4
2017-10-21,23.95055921856084,55.81603646852037,8.778716285889578,400.35643116821024,2017,10,5
2017-10-22,26.549921252844573,54.88676002090795,11.984920734121316,404.4232999957656,2017,10,6
2017-10-23,24.2962276722422,58.82818113587723,10.806618889821108,393.9109010582437,2017,10,0
2017-10-24,24.128332210687887,52.63610189396434,12.392192161780022,388.4052233838286,2017,10,1
2017-10-25,24.56890277844597,56.14362862615841,9.163464551945138,401.52276651555286,2017,10,2
2017-10-26,24.869620369892427,54.08975224541382,10.170458403695555,398.9959658383495,2017,10,3
2017-10-27,25.02164275520844,52.21923419435664,10.06521173504406,400.6757168196153,2017,10,4
2017-10-28,25.20159326945107,52.41704026496171,8.914700316448188,402.2558973529703,2017,10,5
2017-10-29,24.72204664548701,53.938306680347445,9.094106912739452,401.5920111975784,2017,10,6
